Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots
PORT COLUMBUS INTL,MD-80,None,6/25/1992,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,250
SAN ANTONIO INTL,MD-80,None,6/25/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,180
MINETA SAN JOSE INTL,MD-82,None,6/26/1992,AMERICAN AIRLINES,California,Climb,Small,Unknown bird - small,Day,0,0,0,160
NEW ORLEANS INTL,B-727-200,None,6/27/1992,AMERICAN AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Dawn,0,0,0,135
JOHN F KENNEDY INTL,B-747,None,6/27/1992,FEDEX EXPRESS,New York,Take-off run,Small,Mourning dove,Day,0,0,0,
GEORGE BUSH INTERCONTINENTAL,B-727-100,None,6/29/1992,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,6/30/1992,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
EPPLEY AIRFIELD,B-737-500,None,7/1/1992,UNITED AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Day,0,0,0,135
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,7/1/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,137
LOGAN INTL,DC-10-10,None,7/1/1992,AMERICAN AIRLINES,Massachusetts,Approach,Small,Unknown bird - small,Night,0,0,0,137
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727,None,7/3/1992,DELTA AIR LINES,Kentucky,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-727-200,None,7/3/1992,AMERICAN AIRLINES,Kentucky,Landing Roll,Small,Mourning dove,Day,0,0,0,120
GEORGE BUSH INTERCONTINENTAL,MD-82,None,7/4/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,120
DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/6/1992,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Dusk,0,0,0,220
NEW ORLEANS INTL,B-727,None,7/7/1992,CONTINENTAL AIRLINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,
NEW ORLEANS INTL,B-727-200,None,7/7/1992,AMERICAN AIRLINES,Louisiana,Descent,Small,Unknown bird - small,Day,0,0,0,210
EPPLEY AIRFIELD,DC-9-30,None,7/8/1992,ABX AIR,Nebraska,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-727-200,None,7/8/1992,AMERICAN AIRLINES,Kentucky,Landing Roll,Small,Killdeer,Dusk,0,0,0,100
GREATER PITTSBURGH,FOKKER F100,None,7/8/1992,US AIRWAYS*,Pennsylvania,Approach,Small,European starling,Night,0,0,0,130
NASHVILLE INTL,MD-82,None,7/9/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,145
SAN ANTONIO INTL,B-737-200,None,7/10/1992,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250
CHICAGO O'HARE INTL ARPT,B-727,None,7/10/1992,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,130
HOUSTON-HOBBY,B-737,None,7/10/1992,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
CHARLESTON AFB/INTL ARPT,B-737-400,None,7/10/1992,US AIRWAYS*,South Carolina,Climb,Small,American robin,Day,0,0,0,130
DALLAS/FORT WORTH INTL ARPT,MD-82,None,7/10/1992,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,60
LIHUE ARPT,B-737-300,None,7/10/1992,ALOHA AIRLINES,Hawaii,Climb,Small,Unknown bird - small,Dusk,0,0,0,150
LAGUARDIA NY,DC-9-30,Minor,7/11/1992,US AIRWAYS*,New York,Approach,Large,Unknown bird - large,Day,0,0,0,145
DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/12/1992,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,
CHARLESTON AFB/INTL ARPT,MD-80,None,7/12/1992,AMERICAN AIRLINES,South Carolina,Approach,Small,Unknown bird - small,Day,0,0,0,125
AUSTIN-BERGSTROM INTL,MD-88,None,7/14/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135
LOS ANGELES INTL,B-737,None,7/14/1992,DELTA AIR LINES,California,Take-off run,Small,American kestrel,Day,0,0,0,
LOS ANGELES INTL,B-737-500,None,7/15/1992,UNITED AIRLINES,California,Landing Roll,Large,Unknown bird - large,Day,0,0,0,150
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-767,None,7/15/1992,DELTA AIR LINES,Kentucky,Climb,Small,Unknown bird - small,Day,0,0,0,180
CHICAGO O'HARE INTL ARPT,B-767-300,None,7/16/1992,UNITED AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,0
MEMPHIS INTL,MD-80,None,7/16/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,130
CHICAGO O'HARE INTL ARPT,B-757-200,None,7/16/1992,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,7/17/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140
GREATER PITTSBURGH,MD-80,Substantial,7/18/1992,US AIRWAYS*,Pennsylvania,Approach,Small,Rock pigeon,Day,0,247514,247514,145
INDIANAPOLIS INTL,B-737-300,None,7/18/1992,US AIRWAYS*,Indiana,Take-off run,Small,Unknown bird - small,Day,0,0,0,170
MEMPHIS INTL,DC-9-50,None,7/19/1992,NORTHWEST AIRLINES,Tennessee,Approach,Small,European starling,Day,0,0,0,
SALT LAKE CITY INTL,B-727-200,None,7/19/1992,DELTA AIR LINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,T-37B,None,7/20/1992,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,60
LOGAN INTL,B-737-300,Substantial,7/21/1992,UNITED AIRLINES,Massachusetts,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
ATLANTIC CITY INTL,C-141,None,7/22/1992,MILITARY,New Jersey,Approach,Small,Barn swallow,Day,0,0,0,151
SALT LAKE CITY INTL,B-737,None,7/23/1992,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,
LOUISVILLE INTL ARPT,B-757-200,None,7/23/1992,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,125
CHICAGO O'HARE INTL ARPT,B-727,None,7/23/1992,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
HONOLULU INTL ARPT,B-737-200,None,7/24/1992,ALOHA AIRLINES,Hawaii,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,7/24/1992,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
EPPLEY AIRFIELD,FOKKER F100,None,7/24/1992,US AIRWAYS*,Nebraska,Landing Roll,Small,Unknown bird - small,Day,0,0,0,100
LOS ANGELES INTL,B-737,None,7/25/1992,AMERICA WEST AIRLINES,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
LOUISVILLE INTL ARPT,B-757-200,None,7/25/1992,UPS AIRLINES,Kentucky,Approach,Small,European starling,Day,0,0,0,140
NEWARK LIBERTY INTL ARPT,B-727-200,None,7/25/1992,AMERICAN AIRLINES,New Jersey,Approach,Small,American robin,Day,0,0,0,142
CHICAGO O'HARE INTL ARPT,B-767,None,7/26/1992,DELTA AIR LINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,MD-88,None,7/26/1992,DELTA AIR LINES,Maryland,Climb,Small,American robin,Day,0,0,0,
DETROIT METRO WAYNE COUNTY ARPT,B-727,None,7/27/1992,AMERICAN AIRLINES,Michigan,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,140
SACRAMENTO INTL,B-737-300,None,7/27/1992,SOUTHWEST AIRLINES,California,Climb,Small,Unknown bird - small,Night,0,0,0,250
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,7/28/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,160
DETROIT METRO WAYNE COUNTY ARPT,B-727,None,7/28/1992,AMERICAN AIRLINES,Michigan,Descent,Medium,Unknown bird - medium,Day,0,0,0,300
PORT COLUMBUS INTL,B-737-300,None,7/28/1992,US AIRWAYS*,Ohio,Climb,Small,Unknown bird - small,Dawn,0,0,0,160
DALLAS/FORT WORTH INTL ARPT,MD-82,None,7/28/1992,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Night,0,0,0,250
EPPLEY AIRFIELD,B-737-200,None,7/29/1992,CONTINENTAL AIRLINES,Nebraska,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PORT COLUMBUS INTL,B-737-200,None,7/29/1992,US AIRWAYS*,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,155
GREATER PITTSBURGH,DC-9,None,7/30/1992,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Day,0,0,0,128
CLEVELAND-HOPKINS INTL ARPT,B-737-300,None,7/31/1992,US AIRWAYS*,Ohio,Landing Roll,Medium,Ring-billed gull,Day,0,0,0,100
GREATER PITTSBURGH,SAAB-340,None,7/31/1992,AMERICAN EAGLE AIRLINES,Pennsylvania,Climb,Small,Unknown bird - small,Dusk,0,0,0,170
DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/31/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,160
SALT LAKE CITY INTL,MD-82,None,8/1/1992,AMERICAN AIRLINES,Utah,Approach,Small,Unknown bird - small,Day,0,0,0,130
CHICAGO O'HARE INTL ARPT,MD-80,None,8/1/1992,AMERICAN AIRLINES,Illinois,Take-off run,Small,European starling,Day,330,0,330,80
NEWARK LIBERTY INTL ARPT,FOKKER F28 MK 1000,None,8/1/1992,US AIRWAYS*,New Jersey,Take-off run,Small,Mourning dove,Day,0,0,0,160
LOUISVILLE INTL ARPT,EMB-120,None,8/2/1992,COMAIR AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,70
CHICAGO O'HARE INTL ARPT,MD-82,None,8/3/1992,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,165
SAN ANTONIO INTL,B-737-500,None,8/3/1992,SOUTHWEST AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,125
GREATER PITTSBURGH,FOKKER F100,None,8/3/1992,AMERICAN AIRLINES,Pennsylvania,Climb,Small,Unknown bird - small,Night,0,0,0,160
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,8/4/1992,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,100
NASHVILLE INTL,BA-31 JETSTR,None,8/5/1992,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,125
DALLAS/FORT WORTH INTL ARPT,MD-88,None,8/5/1992,DELTA AIR LINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
KANSAS CITY INTL,FOKKER F100,None,8/5/1992,US AIRWAYS*,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,220
KANSAS CITY INTL,MD-80,None,8/5/1992,AMERICAN AIRLINES,Missouri,Take-off run,Small,Unknown bird - small,Day,0,0,0,90
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/5/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,8/6/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,140
ATLANTIC CITY INTL,HAWKER-SDLY HS125,None,8/6/1992,BUSINESS,New Jersey,Landing Roll,Medium,Herring gull,Dusk,0,0,0,100
GREATER PITTSBURGH,B-737-300,None,8/7/1992,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Dawn,0,0,0,135
SALT LAKE CITY INTL,B-737,None,8/7/1992,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/7/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
DALLAS/FORT WORTH INTL ARPT,B-767-200,None,8/7/1992,AMERICAN AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,245
CHARLESTON AFB/INTL ARPT,DC-9,None,8/8/1992,MILITARY,South Carolina,Approach,Medium,Unknown bird or bat,Day,0,0,0,122
NEW ORLEANS INTL,B-727-200,None,8/8/1992,AMERICAN AIRLINES,Louisiana,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,130
SALT LAKE CITY INTL,B-737-300,None,8/8/1992,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
BALTIMORE WASH INTL,B-737-300,None,8/8/1992,US AIRWAYS*,Maryland,Landing Roll,Small,Unknown bird - small,Dawn,0,0,0,160
DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,8/8/1992,AMERICAN AIRLINES,Michigan,Landing Roll,Small,Rock pigeon,Day,0,0,0,90
NASHVILLE INTL,MD-82,None,8/8/1992,AMERICAN AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130
GREATER PITTSBURGH,DC-9-30,None,8/10/1992,US AIRWAYS*,Pennsylvania,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/10/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,160
CHICAGO O'HARE INTL ARPT,MD-82,None,8/10/1992,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Dusk,0,0,0,180
WILL ROGERS WORLD ARPT,B-737-200,None,8/11/1992,SOUTHWEST AIRLINES,Oklahoma,Approach,Small,Unknown bird - small,Day,0,0,0,140
NASHVILLE INTL,MD-82,None,8/12/1992,AMERICAN AIRLINES,Tennessee,Approach,Large,Turkey vulture,Day,0,0,0,143
SALT LAKE CITY INTL,B-757-200,None,8/12/1992,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SALT LAKE CITY INTL,B-757-200,None,8/13/1992,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/13/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,115
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/13/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/13/1992,MILITARY,Louisiana,Climb,Medium,Unknown bird or bat,Night,0,0,0,0
SALT LAKE CITY INTL,B-737-300,None,8/14/1992,DELTA AIR LINES,Utah,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/14/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,123
PORT COLUMBUS INTL,B-737-200,None,8/14/1992,US AIRWAYS*,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,170
GREATER PITTSBURGH,DC-9-30,None,8/14/1992,US AIRWAYS*,Pennsylvania,Landing Roll,Small,European starling,Day,0,0,0,100
DALLAS/FORT WORTH INTL ARPT,DC-9,None,8/15/1992,DELTA AIR LINES,Texas,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
SEATTLE-TACOMA INTL,B-757-200,None,8/15/1992,DELTA AIR LINES,Washington,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,128
DALLAS/FORT WORTH INTL ARPT,B-727-200,None,8/15/1992,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,200
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/15/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135
MEMPHIS INTL,SAAB-340,None,8/16/1992,PINNACLE,Tennessee,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,80
NASHVILLE INTL,SAAB-340,None,8/16/1992,AMERICAN EAGLE AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,80
DALLAS/FORT WORTH INTL ARPT,MD-83,None,8/16/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,L-1011,None,8/17/1992,DELTA AIR LINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,180
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,EMB-120,None,8/17/1992,COMAIR AIRLINES,Kentucky,Approach,Small,European starling,Day,0,0,0,130
NASHVILLE INTL,MD-83,None,8/17/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,135
INDIANAPOLIS INTL,B-737,None,8/18/1992,SOUTHWEST AIRLINES,Indiana,Climb,Small,Unknown bird - small,Day,0,0,0,150
NEW ORLEANS INTL,B-737-200,None,8/19/1992,DELTA AIR LINES,Louisiana,Approach,Medium,Unknown bird - medium,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/19/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,170
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,8/19/1992,AMERICAN AIRLINES,Illinois,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO O'HARE INTL ARPT,C-130H,None,8/20/1992,MILITARY,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
LOGAN INTL,B-737-300,None,8/20/1992,UNITED AIRLINES,Massachusetts,Approach,Medium,Unknown bird - medium,Night,0,0,0,
PORTLAND INTL (OR),C-500,None,8/20/1992,BUSINESS,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,105
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/20/1992,AMERICAN AIRLINES,Texas,Approach,Small,European starling,Day,0,0,0,140
SAN ANTONIO INTL,DC-10-10,None,8/20/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140
LOUISVILLE INTL ARPT,MD-88,None,8/21/1992,DELTA AIR LINES,Kentucky,Climb,Medium,Unknown bird - medium,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/21/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
WILL ROGERS WORLD ARPT,B-737-200,None,8/21/1992,SOUTHWEST AIRLINES,Oklahoma,Take-off run,Small,Unknown bird - small,Day,0,0,0,100
BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/22/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150
JOHN F KENNEDY INTL,ATR-42,None,8/22/1992,TRANS STATES AIRLINES,New York,Landing Roll,Small,Mourning dove,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MD-88,None,8/22/1992,DELTA AIR LINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130
EPPLEY AIRFIELD,B-727-200,None,8/24/1992,TRANS WORLD AIRLINES,Nebraska,Approach,Small,Unknown bird - small,Dusk,0,0,0,140
INDIANAPOLIS INTL,B-727,None,8/24/1992,DELTA AIR LINES,Indiana,Approach,Small,Unknown bird - small,Night,0,0,0,140
NASHVILLE INTL,B-727-200,None,8/25/1992,BUSINESS,Tennessee,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,80
NASHVILLE INTL,B-727-200,None,8/25/1992,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,280
MINNEAPOLIS-ST PAUL INTL,C-130E,None,8/26/1992,MILITARY,Minnesota,Approach,Medium,Unknown bird - medium,Day,0,0,0,150
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,8/26/1992,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Dusk,0,0,0,133
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,8/26/1992,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,160
LAGUARDIA NY,B-727-200,None,8/26/1992,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,240
LAGUARDIA NY,B-737-400,None,8/26/1992,US AIRWAYS*,New York,Approach,Small,Unknown bird - small,Night,0,0,0,180
KANSAS CITY INTL,LEARJET-25,Minor,8/27/1992,BUSINESS,Missouri,Landing Roll,Large,Coyote,Night,0,0,0,
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,8/27/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,180
DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/27/1992,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140
KANSAS CITY INTL,B-737-500,None,8/27/1992,SOUTHWEST AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,170
SALT LAKE CITY INTL,B-757-200,None,8/27/1992,DELTA AIR LINES,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,120
CHICAGO MIDWAY INTL ARPT,B-737-300,Substantial,8/28/1992,SOUTHWEST AIRLINES,Illinois,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,140
FORT LAUDERDALE/HOLLYWOOD INTL,B-737-400,None,8/28/1992,US AIRWAYS*,Florida,Approach,Medium,Unknown bird - medium,Day,0,0,0,115
BARKSDALE AIR FORCE BASE ARPT,KC-135,None,8/28/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,150
CHICAGO O'HARE INTL ARPT,MD-80,None,8/28/1992,AMERICAN AIRLINES,Illinois,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,140
BALTIMORE WASH INTL,B-727,None,8/28/1992,ATLANTIC SOUTHEAST,Maryland,Approach,Medium,Unknown bird - medium,Night,0,0,0,120
KANSAS CITY INTL,MD-88,None,8/28/1992,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,160
LOUISVILLE INTL ARPT,B-757-200,None,8/28/1992,UPS AIRLINES,Kentucky,Landing Roll,Small,Unknown bird - small,Day,0,0,0,120
KANSAS CITY INTL,MD-82,None,8/29/1992,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,180
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,8/30/1992,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Day,0,0,0,180
GREATER PITTSBURGH,MD-80,None,8/30/1992,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,
GREATER PITTSBURGH,DC-9-30,None,8/30/1992,US AIRWAYS*,Pennsylvania,Climb,Small,European starling,Day,0,0,0,140
GREATER PITTSBURGH,B-737-300,None,8/30/1992,US AIRWAYS*,Pennsylvania,Take-off run,Small,Blackbirds,Day,0,0,0,147
CHICAGO O'HARE INTL ARPT,MD-82,None,8/30/1992,AMERICAN AIRLINES,Illinois,Descent,Small,Unknown bird - small,Night,0,0,0,
NEW ORLEANS INTL,B-727-200,None,8/31/1992,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,136
ATLANTA INTL,EMB-120,None,8/31/1992,ATLANTIC SOUTHEAST,Georgia,Approach,Small,Unknown bird - small,Dusk,0,0,0,120
CHICAGO O'HARE INTL ARPT,B-727-200,None,8/31/1992,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Night,0,0,0,
RONALD REAGAN WASHINGTON NATL,B-757-200,None,9/1/1992,AMERICAN AIRLINES,DC,Climb,Medium,Unknown bird - medium,Dawn,0,0,0,200
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/1/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
LOGAN INTL,DC-10-40,Minor,9/2/1992,NORTHWEST AIRLINES,Massachusetts,Landing Roll,Medium,Unknown bird - medium,Day,0,0,0,
CHICAGO O'HARE INTL ARPT,KC-135R,None,9/2/1992,MILITARY,Illinois,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,
CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F100,None,9/2/1992,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,130
JOHN F KENNEDY INTL,B-727-200,None,9/2/1992,FEDEX EXPRESS,New York,Landing Roll,Small,Mourning dove,Dawn,0,0,0,
CHICAGO O'HARE INTL ARPT,C-130H,None,9/3/1992,MILITARY,Illinois,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,150
HOUSTON-HOBBY,B-737-300,None,9/3/1992,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130
NASHVILLE INTL,MD-80,None,9/4/1992,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140
LAGUARDIA NY,B-727-200,None,9/4/1992,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Night,0,0,0,245
DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,9/4/1992,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Night,0,0,0,250
AUSTIN-BERGSTROM INTL,B-737-300,Minor,9/4/1992,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,320
LAMBERT-ST LOUIS INTL,B-727,None,9/4/1992,TRANS WORLD AIRLINES,Missouri,Approach,Small,Unknown bird - small,Night,0,0,0,140
WASHINGTON DULLES INTL ARPT,B-737-300,None,9/5/1992,UNITED AIRLINES,DC,Approach,Small,Unknown bird - small,Day,0,0,0,135
CHICAGO O'HARE INTL ARPT,FOKKER F100,None,9/6/1992,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250
PHILADELPHIA INTL,MD-82,None,9/6/1992,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,130
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/7/1992,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,150
BALTIMORE WASH INTL,MD-80,None,9/7/1992,US AIRWAYS*,Maryland,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,
CINCINNATI/NORTHERN KENTUCKY INTL ARPT,B-737-200,None,9/7/1992,DELTA AIR LINES,Kentucky,Take-off run,Small,Mourning dove,Day,1091,0,1091,120
BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/8/1992,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,140
